token_id,folio,section,scribe,language_dialect,line_number,line_position,eva_token
416,f33v,Herbal,Scribe 1,Voynich A,1,Start,chot
417,f33v,Herbal,Scribe 1,Voynich A,1,Middle,dal
418,f33v,Herbal,Scribe 1,Voynich A,1,Middle,aiinin
419,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qokeedy
420,f33v,Herbal,Scribe 1,Voynich A,1,Middle,chor89
421,f33v,Herbal,Scribe 1,Voynich A,1,Middle,poks
422,f33v,Herbal,Scribe 1,Voynich A,1,Middle,ool9
423,f33v,Herbal,Scribe 1,Voynich A,1,End,qoardy
424,f33v,Herbal,Scribe 1,Voynich A,1,Start,scalin
425,f33v,Herbal,Scribe 1,Voynich A,1,Middle,piin
426,f33v,Herbal,Scribe 1,Voynich A,1,Middle,kem
427,f33v,Herbal,Scribe 1,Voynich A,1,Middle,yolm
428,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qoaiin89
429,f33v,Herbal,Scribe 1,Voynich A,1,Middle,shedy
430,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qokeedy
431,f33v,Herbal,Scribe 1,Voynich A,1,End,qoaiin89
432,f33v,Herbal,Scribe 1,Voynich A,1,Start,oen
433,f33v,Herbal,Scribe 1,Voynich A,1,Middle,sol
434,f33v,Herbal,Scribe 1,Voynich A,1,Middle,poks
435,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qokeedy
436,f33v,Herbal,Scribe 1,Voynich A,1,Middle,cey
437,f33v,Herbal,Scribe 1,Voynich A,1,Middle,ce
438,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qokeedy
439,f33v,Herbal,Scribe 1,Voynich A,1,End,qoaiinon
440,f33v,Herbal,Scribe 1,Voynich A,1,Start,qol
441,f33v,Herbal,Scribe 1,Voynich A,1,Middle,taiiny
442,f33v,Herbal,Scribe 1,Voynich A,1,Middle,shar9
443,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qol
444,f33v,Herbal,Scribe 1,Voynich A,1,Middle,caiins
445,f33v,Herbal,Scribe 1,Voynich A,1,Middle,peedr
446,f33v,Herbal,Scribe 1,Voynich A,1,Middle,faiin
447,f33v,Herbal,Scribe 1,Voynich A,1,End,caiins89
448,f33v,Herbal,Scribe 1,Voynich A,1,Start,oor
449,f33v,Herbal,Scribe 1,Voynich A,1,Middle,oly
450,f33v,Herbal,Scribe 1,Voynich A,1,Middle,otn
451,f33v,Herbal,Scribe 1,Voynich A,1,Middle,koks
452,f33v,Herbal,Scribe 1,Voynich A,1,Middle,okr
453,f33v,Herbal,Scribe 1,Voynich A,1,Middle,yaron
454,f33v,Herbal,Scribe 1,Voynich A,1,Middle,alm
455,f33v,Herbal,Scribe 1,Voynich A,1,End,aly
456,f33v,Herbal,Scribe 1,Voynich A,1,Start,peedin
457,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qokain
458,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qokain
459,f33v,Herbal,Scribe 1,Voynich A,1,Middle,kiin
460,f33v,Herbal,Scribe 1,Voynich A,1,Middle,tokdy
461,f33v,Herbal,Scribe 1,Voynich A,1,Middle,kiin
462,f33v,Herbal,Scribe 1,Voynich A,1,Middle,kamon
463,f33v,Herbal,Scribe 1,Voynich A,1,End,sharm
464,f33v,Herbal,Scribe 1,Voynich A,1,Start,ary
465,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qoeed9
466,f33v,Herbal,Scribe 1,Voynich A,1,Middle,alin
467,f33v,Herbal,Scribe 1,Voynich A,1,Middle,qokeedy
468,f33v,Herbal,Scribe 1,Voynich A,1,Middle,shokon
469,f33v,Herbal,Scribe 1,Voynich A,1,Middle,al
470,f33v,Herbal,Scribe 1,Voynich A,1,Middle,faiin
471,f33v,Herbal,Scribe 1,Voynich A,1,End,qoiin9
472,f33v,Herbal,Scribe 1,Voynich A,1,Start,olkeedy
473,f33v,Herbal,Scribe 1,Voynich A,1,Middle,tamdy
474,f33v,Herbal,Scribe 1,Voynich A,1,Middle,cams
475,f33v,Herbal,Scribe 1,Voynich A,1,Middle,piinn
476,f33v,Herbal,Scribe 1,Voynich A,1,Middle,yor
477,f33v,Herbal,Scribe 1,Voynich A,1,Middle,shaiins
478,f33v,Herbal,Scribe 1,Voynich A,1,Middle,iinin
479,f33v,Herbal,Scribe 1,Voynich A,1,End,alin
480,f68r,Astronomical,Scribe 4,Voynich B,1,Start,shiin9
481,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,oty
482,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,far
483,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,aiin
484,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,qooln
485,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,qooron
486,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,shokm
487,f68r,Astronomical,Scribe 4,Voynich B,1,End,yalm
488,f68r,Astronomical,Scribe 4,Voynich B,1,Start,qoars
489,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ars
490,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,shiin9
491,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,peed
492,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,far
493,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,eed89
494,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,kol
495,f68r,Astronomical,Scribe 4,Voynich B,1,End,eedin
496,f68r,Astronomical,Scribe 4,Voynich B,1,Start,qosiins
497,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,palm
498,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,fok
499,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,qoe
500,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,otm
501,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or9
502,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,fiinm
503,f68r,Astronomical,Scribe 4,Voynich B,1,End,or9y
504,f68r,Astronomical,Scribe 4,Voynich B,1,Start,kol
505,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,yoln
506,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,shiin9
507,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,tals
508,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ots
509,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,shot
510,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ar9
511,f68r,Astronomical,Scribe 4,Voynich B,1,End,qoar
512,f68r,Astronomical,Scribe 4,Voynich B,1,Start,oiiny
513,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,shiin9
514,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,yein
515,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,kokdy
516,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,qoe
517,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cer
518,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,amy
519,f68r,Astronomical,Scribe 4,Voynich B,1,End,saiin
520,f68r,Astronomical,Scribe 4,Voynich B,1,Start,fiinm
521,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cer
522,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,chaiinin
523,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,sarn
524,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cer
525,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cheed
526,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,er
527,f68r,Astronomical,Scribe 4,Voynich B,1,End,qoeed89
528,f68r,Astronomical,Scribe 4,Voynich B,1,Start,fiinm
529,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,far
530,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,fiinm
531,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,aiindy
532,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cam89
533,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,yaiin9
534,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,fiinm
535,f68r,Astronomical,Scribe 4,Voynich B,1,End,otsdy
536,f68r,Astronomical,Scribe 4,Voynich B,1,Start,iiny
537,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ciins
538,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,fok
539,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or
540,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ots
541,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ots
542,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,e9
543,f68r,Astronomical,Scribe 4,Voynich B,1,End,oaiins
544,f68r,Astronomical,Scribe 4,Voynich B,1,Start,qochalin
545,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,shokm
546,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or89
547,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,e9
548,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,pamon
549,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,shiin9
550,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,fok
551,f68r,Astronomical,Scribe 4,Voynich B,1,End,shor
552,f68r,Astronomical,Scribe 4,Voynich B,1,Start,qoe
553,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or
554,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cal
555,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,e9
556,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,palm
557,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,far
558,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ceedr
559,f68r,Astronomical,Scribe 4,Voynich B,1,End,ots
560,f68r,Astronomical,Scribe 4,Voynich B,1,Start,okn
561,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,amy
562,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cer
563,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cer
564,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,tar
565,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,fiinm
566,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or9
567,f68r,Astronomical,Scribe 4,Voynich B,1,End,pamon
568,f68r,Astronomical,Scribe 4,Voynich B,1,Start,ootr
569,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,qoaiinm
570,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,kokm
571,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ceedr
572,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,iins
573,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ciins
574,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,amy
575,f68r,Astronomical,Scribe 4,Voynich B,1,End,yein
576,f68r,Astronomical,Scribe 4,Voynich B,1,Start,qoiinon
577,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or9
578,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ots
579,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,qoar
580,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,parm
581,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ars
582,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ars
583,f68r,Astronomical,Scribe 4,Voynich B,1,End,qoardy
584,f68r,Astronomical,Scribe 4,Voynich B,1,Start,ootr
585,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,fory
586,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cer
587,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,tals
588,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,shor
589,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,oe9
590,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cheed
591,f68r,Astronomical,Scribe 4,Voynich B,1,End,shen
592,f68r,Astronomical,Scribe 4,Voynich B,1,Start,darm
593,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,dalon
594,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,amin
595,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or89
596,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,er
597,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or89
598,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,otr
599,f68r,Astronomical,Scribe 4,Voynich B,1,End,qoe
600,f68r,Astronomical,Scribe 4,Voynich B,1,Start,or9
601,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ots
602,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,chalin
603,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,kots
604,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,aiin
605,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,e9
606,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,amin
607,f68r,Astronomical,Scribe 4,Voynich B,1,End,iiny
608,f68r,Astronomical,Scribe 4,Voynich B,1,Start,oceedr
609,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,iins
610,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,e9
611,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or9
612,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,oe9
613,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,qooron
614,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,yeon
615,f68r,Astronomical,Scribe 4,Voynich B,1,End,amy
616,f68r,Astronomical,Scribe 4,Voynich B,1,Start,peedon
617,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,tals
618,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,amin
619,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,iins
620,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,palm
621,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,amy
622,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,aiindy
623,f68r,Astronomical,Scribe 4,Voynich B,1,End,shiinm
624,f68r,Astronomical,Scribe 4,Voynich B,1,Start,kots
625,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,eon
626,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,or
627,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,aiinn
628,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,tauran
629,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,aiindy
630,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,cor
631,f68r,Astronomical,Scribe 4,Voynich B,1,End,iiny
632,f68r,Astronomical,Scribe 4,Voynich B,1,Start,pory
633,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,tals
634,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,amy
635,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,fory
636,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,e9
637,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,peedon
638,f68r,Astronomical,Scribe 4,Voynich B,1,Middle,ey
639,f68r,Astronomical,Scribe 4,Voynich B,1,End,yotm
640,f81v,Balneological,Scribe 2,Voynich B,1,Start,caldy
641,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
642,f81v,Balneological,Scribe 2,Voynich B,1,Middle,sheed9
643,f81v,Balneological,Scribe 2,Voynich B,1,Middle,or
644,f81v,Balneological,Scribe 2,Voynich B,1,Middle,sham
645,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ootr
646,f81v,Balneological,Scribe 2,Voynich B,1,Middle,eedin
647,f81v,Balneological,Scribe 2,Voynich B,1,End,ces89
648,f81v,Balneological,Scribe 2,Voynich B,1,Start,chaiinin
649,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
650,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iiny
651,f81v,Balneological,Scribe 2,Voynich B,1,Middle,or89
652,f81v,Balneological,Scribe 2,Voynich B,1,Middle,eed
653,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shiin9
654,f81v,Balneological,Scribe 2,Voynich B,1,Middle,yiin
655,f81v,Balneological,Scribe 2,Voynich B,1,End,e9
656,f81v,Balneological,Scribe 2,Voynich B,1,Start,ocer
657,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shaln
658,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fok
659,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
660,f81v,Balneological,Scribe 2,Voynich B,1,Middle,eon
661,f81v,Balneological,Scribe 2,Voynich B,1,Middle,or89
662,f81v,Balneological,Scribe 2,Voynich B,1,Middle,palm
663,f81v,Balneological,Scribe 2,Voynich B,1,End,iin9y
664,f81v,Balneological,Scribe 2,Voynich B,1,Start,qooron
665,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ciins
666,f81v,Balneological,Scribe 2,Voynich B,1,Middle,cer
667,f81v,Balneological,Scribe 2,Voynich B,1,Middle,sheed9
668,f81v,Balneological,Scribe 2,Voynich B,1,Middle,kol
669,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amon
670,f81v,Balneological,Scribe 2,Voynich B,1,Middle,e9
671,f81v,Balneological,Scribe 2,Voynich B,1,End,iins
672,f81v,Balneological,Scribe 2,Voynich B,1,Start,oal89
673,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qooron
674,f81v,Balneological,Scribe 2,Voynich B,1,Middle,far
675,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qoolr
676,f81v,Balneological,Scribe 2,Voynich B,1,Middle,cam89
677,f81v,Balneological,Scribe 2,Voynich B,1,Middle,aiindy
678,f81v,Balneological,Scribe 2,Voynich B,1,Middle,yotm
679,f81v,Balneological,Scribe 2,Voynich B,1,End,cery
680,f81v,Balneological,Scribe 2,Voynich B,1,Start,qooron
681,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qooron
682,f81v,Balneological,Scribe 2,Voynich B,1,Middle,aiinn
683,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
684,f81v,Balneological,Scribe 2,Voynich B,1,Middle,palm
685,f81v,Balneological,Scribe 2,Voynich B,1,Middle,parm
686,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
687,f81v,Balneological,Scribe 2,Voynich B,1,End,fok
688,f81v,Balneological,Scribe 2,Voynich B,1,Start,fiinm
689,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
690,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oaiins
691,f81v,Balneological,Scribe 2,Voynich B,1,Middle,kol
692,f81v,Balneological,Scribe 2,Voynich B,1,Middle,e9
693,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ceedr
694,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
695,f81v,Balneological,Scribe 2,Voynich B,1,End,ots89
696,f81v,Balneological,Scribe 2,Voynich B,1,Start,ootr
697,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qooron
698,f81v,Balneological,Scribe 2,Voynich B,1,Middle,aiinn
699,f81v,Balneological,Scribe 2,Voynich B,1,Middle,tauran
700,f81v,Balneological,Scribe 2,Voynich B,1,Middle,far
701,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
702,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shiin89
703,f81v,Balneological,Scribe 2,Voynich B,1,End,far
704,f81v,Balneological,Scribe 2,Voynich B,1,Start,cer
705,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chaiinin
706,f81v,Balneological,Scribe 2,Voynich B,1,Middle,aiinn
707,f81v,Balneological,Scribe 2,Voynich B,1,Middle,or
708,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ciiny
709,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fok
710,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ceedr
711,f81v,Balneological,Scribe 2,Voynich B,1,End,aiindy
712,f81v,Balneological,Scribe 2,Voynich B,1,Start,qoiinon
713,f81v,Balneological,Scribe 2,Voynich B,1,Middle,doty
714,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iinon
715,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chalin
716,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ots
717,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shol
718,f81v,Balneological,Scribe 2,Voynich B,1,Middle,daiin
719,f81v,Balneological,Scribe 2,Voynich B,1,End,chalin
720,f81v,Balneological,Scribe 2,Voynich B,1,Start,peedon
721,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chalin
722,f81v,Balneological,Scribe 2,Voynich B,1,Middle,eed
723,f81v,Balneological,Scribe 2,Voynich B,1,Middle,eed
724,f81v,Balneological,Scribe 2,Voynich B,1,Middle,yaiin9
725,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amin
726,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shaln
727,f81v,Balneological,Scribe 2,Voynich B,1,End,eedin
728,f81v,Balneological,Scribe 2,Voynich B,1,Start,dchar9
729,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shiin9
730,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
731,f81v,Balneological,Scribe 2,Voynich B,1,Middle,pokr
732,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ceedr
733,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chalin
734,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fiinm
735,f81v,Balneological,Scribe 2,Voynich B,1,End,ciinsdy
736,f81v,Balneological,Scribe 2,Voynich B,1,Start,qoyeon
737,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
738,f81v,Balneological,Scribe 2,Voynich B,1,Middle,saiin
739,f81v,Balneological,Scribe 2,Voynich B,1,Middle,edy
740,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fory
741,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oty
742,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iiny
743,f81v,Balneological,Scribe 2,Voynich B,1,End,oaiins89
744,f81v,Balneological,Scribe 2,Voynich B,1,Start,eedin
745,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shol
746,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fokn
747,f81v,Balneological,Scribe 2,Voynich B,1,Middle,cor
748,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fok
749,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oe9
750,f81v,Balneological,Scribe 2,Voynich B,1,Middle,tauran
751,f81v,Balneological,Scribe 2,Voynich B,1,End,eeddy
752,f81v,Balneological,Scribe 2,Voynich B,1,Start,syalm
753,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ots
754,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ces
755,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
756,f81v,Balneological,Scribe 2,Voynich B,1,Middle,cer
757,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fok
758,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qooron
759,f81v,Balneological,Scribe 2,Voynich B,1,End,oty
760,f81v,Balneological,Scribe 2,Voynich B,1,Start,peedon
761,f81v,Balneological,Scribe 2,Voynich B,1,Middle,cal
762,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
763,f81v,Balneological,Scribe 2,Voynich B,1,Middle,saiin
764,f81v,Balneological,Scribe 2,Voynich B,1,Middle,far
765,f81v,Balneological,Scribe 2,Voynich B,1,Middle,e9
766,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ots
767,f81v,Balneological,Scribe 2,Voynich B,1,End,okn
768,f81v,Balneological,Scribe 2,Voynich B,1,Start,ooly
769,f81v,Balneological,Scribe 2,Voynich B,1,Middle,pamon
770,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shiin9
771,f81v,Balneological,Scribe 2,Voynich B,1,Middle,or9
772,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amin
773,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shiin9
774,f81v,Balneological,Scribe 2,Voynich B,1,Middle,e9
775,f81v,Balneological,Scribe 2,Voynich B,1,End,dals
776,f81v,Balneological,Scribe 2,Voynich B,1,Start,kots
777,f81v,Balneological,Scribe 2,Voynich B,1,Middle,tols
778,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fot
779,f81v,Balneological,Scribe 2,Voynich B,1,Middle,tam89
780,f81v,Balneological,Scribe 2,Voynich B,1,Middle,feedm
781,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fars
782,f81v,Balneological,Scribe 2,Voynich B,1,Middle,okn
783,f81v,Balneological,Scribe 2,Voynich B,1,End,shokm
784,f81v,Balneological,Scribe 2,Voynich B,1,Start,qoolr
785,f81v,Balneological,Scribe 2,Voynich B,1,Middle,far
786,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chaiinon
787,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qoaiinm
788,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
789,f81v,Balneological,Scribe 2,Voynich B,1,Middle,siins
790,f81v,Balneological,Scribe 2,Voynich B,1,Middle,yorin
791,f81v,Balneological,Scribe 2,Voynich B,1,End,cer
792,f81v,Balneological,Scribe 2,Voynich B,1,Start,siins
793,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oaiins
794,f81v,Balneological,Scribe 2,Voynich B,1,Middle,sol9
795,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oty
796,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fok
797,f81v,Balneological,Scribe 2,Voynich B,1,Middle,e9
798,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fiinm
799,f81v,Balneological,Scribe 2,Voynich B,1,End,ots89
800,f108v,Recipes,Scribe 3,Voynich B,1,Start,tar9
801,f108v,Recipes,Scribe 3,Voynich B,1,Middle,eed89
802,f108v,Recipes,Scribe 3,Voynich B,1,Middle,en
803,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ots
804,f108v,Recipes,Scribe 3,Voynich B,1,Middle,far
805,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iins
806,f108v,Recipes,Scribe 3,Voynich B,1,Middle,tals
807,f108v,Recipes,Scribe 3,Voynich B,1,End,eon
808,f108v,Recipes,Scribe 3,Voynich B,1,Start,fars
809,f108v,Recipes,Scribe 3,Voynich B,1,Middle,pok
810,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iiny
811,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shiin9
812,f108v,Recipes,Scribe 3,Voynich B,1,Middle,oe9
813,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shor
814,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shen
815,f108v,Recipes,Scribe 3,Voynich B,1,End,palm
816,f108v,Recipes,Scribe 3,Voynich B,1,Start,oolr
817,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ceedr
818,f108v,Recipes,Scribe 3,Voynich B,1,Middle,palm
819,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shor
820,f108v,Recipes,Scribe 3,Voynich B,1,Middle,okn
821,f108v,Recipes,Scribe 3,Voynich B,1,Middle,qoolr
822,f108v,Recipes,Scribe 3,Voynich B,1,Middle,eed
823,f108v,Recipes,Scribe 3,Voynich B,1,End,yeon
824,f108v,Recipes,Scribe 3,Voynich B,1,Start,oolr
825,f108v,Recipes,Scribe 3,Voynich B,1,Middle,yorin
826,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shaiinm
827,f108v,Recipes,Scribe 3,Voynich B,1,Middle,chaiinin
828,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ots
